RANK	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174
	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
/scene																																																																																																																																																																															
scene	song_06	1800	prolong_when_ends																																																																																																																																																																												
song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06	song_06
ID	pen_brush	pen_radius	pen_color	repop_color	pen_grey	repop_grey	pen_color_a	blendTransp	pixel_mode	pixel_acc_factor	noiseScale	pixel_acc_center_0	pixel_acc_center_1	pixel_radius	repop_BG	repop_CA	repop_part	CAType	CASubType	clearCA	clearLayer	clearAllLayers	invertAllLayers	cursorSize	echo	echoNeg	pen_radius_pulse	pixel_radius_pulse	part_radius_pulse	pen_radius_replay_pulse	repop_part_pulse	flashPartCA_freq	flashTrkCA_freq_0	flashTrkCA_freq_1	flashTrkCA_freq_2	flashCAPart_freq	flashTrkPart_freq_0	flashTrkPart_freq_1	flashTrkPart_freq_2	flashCABG_freq	flashPartBG_freq	flashTrkBG_freq_1	flashTrkBG_freq_2	flashPixel_freq	flashPixel_duration	flashCameraTrkLength	flashCameraTrkBright	flashCameraTrkBeat	pen_radius_pressure_coef	pen_radius_angleHor_coef	pen_radius_angleVer_coef	tracksSync	currentDrawingTrack	currentVideoTrack	currentPhotoTrack	trkDecay_sign_0	trkDecay_sign_1	trkDecay_sign_2	trkDecay_0	trkDecay_1	trkDecay_2	CAMixingWeight	PartMixingWeight	trackMixingWeight_0	trackMixingWeight_1	trackMixingWeight_2	CAMasterWeight	PartMasterWeight	trackMasterWeight_0	trackMasterWeight_1	trackMasterWeight_2	path_replay_trackNo_1	path_replay_trackNo_2	path_replay_trackNo_3	path_replay_trackNo_4	path_replay_trackNo_5	path_replay_trackNo_6	path_replay_trackNo_7	path_record_1	path_record_2	path_record_3	path_record_4	path_record_5	path_record_6	path_record_7	path_repop_0	path_repop_1	path_repop_2	path_repop_3	path_repop_4	path_repop_5	path_repop_6	path_repop_7	part_path_follow_0	part_path_follow_1	part_path_follow_2	part_path_follow_3	part_path_follow_4	part_path_follow_5	part_path_follow_6	part_path_follow_7	part_path_repulse_0	part_path_repulse_1	part_path_repulse_2	part_path_repulse_3	part_path_repulse_4	part_path_repulse_5	part_path_repulse_6	part_path_repulse_7	auto_beat	auto_beat_duration	CAdecay_sign	CAdecay	CAdecay_pulse	invertMovie	cameraCumul	cameraThreshold	cameraGamma	cameraExposure	cameraGain	cameraBrightness	cameraSaturation	cameraContrast	cameraWB	cameraCaptFreq	movieCaptFreq	cameraWeight	movieWeight	cameraSobel	movieSobel	playing_movieNo	BGSubtr	CAstep	interfaceMode	CAcolorSpread	sound_volume	sound_min	beat_threshold	beat_delay	freeze	photoWeight	photo_diaporama	photo_diaporama_fade	photo_diaporama_plateau	reset_sound	currentBGCapture	partDecay_sign	partDecay	part_initialization	partRadius	partMove_grid	partMove_rand	partExit_mode	partStroke_mode_can	partColor_mode	part_damp_targtRad	part_timeToTargt	part_field_weight	partRepopRadius	part_acc_factor	part_damp_factor	repop_hue_pulse	part_acc_pulse	partMove_grid	soundtrack_onOff	adc_onOff	track_x_transl0	track_x_transl_1	track_y_transl0	track_y_transl_1	echo_Hshift_pulse_can	part_Vshift_pulse_can	tracks_Hshift_pulse	flashWeight_pulse	repop_path
	0	1	0.8	0.31	0	0	1	1	1	0.0075	0	0.49	0.45	0.51	0	0	0	2	1	0	0	0	0	3	0.96	0	0	0	20	0	0	9	5	0	0	0	0	0	0	0	9	0	0	0	0	10	1	0	0	0	0	0	2	2	2	1	1	1	0	0.01	0.00331	1	1	0	0	0	0.24	0	0	0	0.22	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1	0.025	0.61	0	0	0.220408	1	-5	0	120	0	120	0	0	0	0	0	0	0.72	1	1	1	0	1	0.8	0	0.17	110.239998	0	0	-1	0.2	10	0	0	1	0	-1	0.19	0	0	1	0	1	1000	300	0	0.09	0.074	0	0.3	0	0	1	1	0	0	0	0	0	0	0	0	0.765
	0	1	0.8	0.31	0	0	1	1	1	0.0075	0	0.49	0.45	0.51	0	0	0	2	1	0	0	0	0	3	0.96	0	0	0	20	0	0	9	5	0	0	0	0	0	0	0	9	0	0	0	0	10	1	0	0	0	0	0	2	2	2	1	1	1	0	0.01	0.00331	1	1	0	0	0	0.24	0	0	0	0.22	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1	0.025	0.61	0	0	0.220408	1	-5	0	120	0	120	0	0	0	0	0	0	0.72	1	1	1	0	1	0.8	0	0.17	110.239998	0	0	-1	0.2	10	0	0	1	0	-1	0.19	0	0	1	0	1	1000	300	0	0.09	0.074	0	0.3	0	0	1	1	0	0	0	0	0	0	0	0	0.765
	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
/scene																																																																																																																																																																															
scene	song_07	1800	prolong_when_ends																																																																																																																																																																												
song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07	song_07
ID	pen_brush	pen_radius	pen_color	repop_color	pen_grey	repop_grey	pen_color_a	blendTransp	pixel_mode	pixel_acc_factor	noiseScale	pixel_acc_center_0	pixel_acc_center_1	pixel_radius	repop_BG	repop_CA	repop_part	CAType	CASubType	clearCA	clearLayer	clearAllLayers	invertAllLayers	cursorSize	echo	echoNeg	pen_radius_pulse	pixel_radius_pulse	part_radius_pulse	pen_radius_replay_pulse	repop_part_pulse	flashPartCA_freq	flashTrkCA_freq_0	flashTrkCA_freq_1	flashTrkCA_freq_2	flashCAPart_freq	flashTrkPart_freq_0	flashTrkPart_freq_1	flashTrkPart_freq_2	flashCABG_freq	flashPartBG_freq	flashTrkBG_freq_1	flashTrkBG_freq_2	flashPixel_freq	flashPixel_duration	flashCameraTrkLength	flashCameraTrkBright	flashCameraTrkBeat	pen_radius_pressure_coef	pen_radius_angleHor_coef	pen_radius_angleVer_coef	tracksSync	currentDrawingTrack	currentVideoTrack	currentPhotoTrack	trkDecay_sign_0	trkDecay_sign_1	trkDecay_sign_2	trkDecay_0	trkDecay_1	trkDecay_2	CAMixingWeight	PartMixingWeight	trackMixingWeight_0	trackMixingWeight_1	trackMixingWeight_2	CAMasterWeight	PartMasterWeight	trackMasterWeight_0	trackMasterWeight_1	trackMasterWeight_2	path_replay_trackNo_1	path_replay_trackNo_2	path_replay_trackNo_3	path_replay_trackNo_4	path_replay_trackNo_5	path_replay_trackNo_6	path_replay_trackNo_7	path_record_1	path_record_2	path_record_3	path_record_4	path_record_5	path_record_6	path_record_7	path_repop_0	path_repop_1	path_repop_2	path_repop_3	path_repop_4	path_repop_5	path_repop_6	path_repop_7	part_path_follow_0	part_path_follow_1	part_path_follow_2	part_path_follow_3	part_path_follow_4	part_path_follow_5	part_path_follow_6	part_path_follow_7	part_path_repulse_0	part_path_repulse_1	part_path_repulse_2	part_path_repulse_3	part_path_repulse_4	part_path_repulse_5	part_path_repulse_6	part_path_repulse_7	auto_beat	auto_beat_duration	CAdecay_sign	CAdecay	CAdecay_pulse	invertMovie	cameraCumul	cameraThreshold	cameraGamma	cameraExposure	cameraGain	cameraBrightness	cameraSaturation	cameraContrast	cameraWB	cameraCaptFreq	movieCaptFreq	cameraWeight	movieWeight	cameraSobel	movieSobel	playing_movieNo	BGSubtr	CAstep	interfaceMode	CAcolorSpread	sound_volume	sound_min	beat_threshold	beat_delay	freeze	photoWeight	photo_diaporama	photo_diaporama_fade	photo_diaporama_plateau	reset_sound	currentBGCapture	partDecay_sign	partDecay	part_initialization	partRadius	partMove_grid	partMove_rand	partExit_mode	partStroke_mode_can	partColor_mode	part_damp_targtRad	part_timeToTargt	part_field_weight	partRepopRadius	part_acc_factor	part_damp_factor	repop_hue_pulse	part_acc_pulse	partMove_grid	soundtrack_onOff	adc_onOff	track_x_transl0	track_x_transl_1	track_y_transl0	track_y_transl_1	echo_Hshift_pulse_can	part_Vshift_pulse_can	tracks_Hshift_pulse	flashWeight_pulse	repop_path
	0	1	0.8	1	0	0	1	1	1	0.0075	0	0.49	0.45	0.51	0	0	0	2	1	0	0	0	0	3	0.96	0	0	0	20	0	0	9	5	0	0	0	0	0	0	0	9	0	0	0	0	10	1	0	3.78	3.78	3.78	0	2	2	2	1	1	1	0	0.01	0.00331	1	1	0	0	0	0.24	0	0	0	0.22	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1	0.1	0.61	0	0	0.220408	1	-5	0	120	0	120	0	0	0	0	0	0	0.72	1	1	1	0	1	0.8	0	0.17	110.239998	0	0	-1	0.2	10	0	0	1	0.006	-1	0.19	0	0	1	0	1	637.799988	300	0	0.09	0.074	0	0	0	0	1	0	0	0	0	-4	0	0.31	0	0	0.765
	0	1	0.8	1	0	0	1	1	1	0.0075	0	0.49	0.45	0.51	0	0	0	2	1	0	0	0	0	3	0.96	0	0	0	20	0	0	9	5	0	0	0	0	0	0	0	9	0	0	0	0	10	1	0	3.78	3.78	3.78	0	2	2	2	1	1	1	0	0.01	0.00331	1	1	0	0	0	0.24	0	0	0	0.22	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1	0.1	0.61	0	0	0.220408	1	-5	0	120	0	120	0	0	0	0	0	0	0.72	1	1	1	0	1	0.8	0	0.17	110.239998	0	0	-1	0.2	10	0	0	1	0.006	-1	0.19	0	0	1	0	1	637.799988	300	0	0.09	0.074	0	0	0	0	1	0	0	0	0	-4	0	0.31	0	0	0.765
	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
/scene																																																																																																																																																																															
scene	song_08	1800	prolong_when_ends																																																																																																																																																																												
song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08	song_08
ID	pen_brush	pen_radius	pen_color	repop_color	pen_grey	repop_grey	pen_color_a	blendTransp	pixel_mode	pixel_acc_factor	noiseScale	pixel_acc_center_0	pixel_acc_center_1	pixel_radius	repop_BG	repop_CA	repop_part	CAType	CASubType	clearCA	clearLayer	clearAllLayers	invertAllLayers	cursorSize	echo	echoNeg	pen_radius_pulse	pixel_radius_pulse	part_radius_pulse	pen_radius_replay_pulse	repop_part_pulse	flashPartCA_freq	flashTrkCA_freq_0	flashTrkCA_freq_1	flashTrkCA_freq_2	flashCAPart_freq	flashTrkPart_freq_0	flashTrkPart_freq_1	flashTrkPart_freq_2	flashCABG_freq	flashPartBG_freq	flashTrkBG_freq_1	flashTrkBG_freq_2	flashPixel_freq	flashPixel_duration	flashCameraTrkLength	flashCameraTrkBright	flashCameraTrkBeat	pen_radius_pressure_coef	pen_radius_angleHor_coef	pen_radius_angleVer_coef	tracksSync	currentDrawingTrack	currentVideoTrack	currentPhotoTrack	trkDecay_sign_0	trkDecay_sign_1	trkDecay_sign_2	trkDecay_0	trkDecay_1	trkDecay_2	CAMixingWeight	PartMixingWeight	trackMixingWeight_0	trackMixingWeight_1	trackMixingWeight_2	CAMasterWeight	PartMasterWeight	trackMasterWeight_0	trackMasterWeight_1	trackMasterWeight_2	path_replay_trackNo_1	path_replay_trackNo_2	path_replay_trackNo_3	path_replay_trackNo_4	path_replay_trackNo_5	path_replay_trackNo_6	path_replay_trackNo_7	path_record_1	path_record_2	path_record_3	path_record_4	path_record_5	path_record_6	path_record_7	path_repop_0	path_repop_1	path_repop_2	path_repop_3	path_repop_4	path_repop_5	path_repop_6	path_repop_7	part_path_follow_0	part_path_follow_1	part_path_follow_2	part_path_follow_3	part_path_follow_4	part_path_follow_5	part_path_follow_6	part_path_follow_7	part_path_repulse_0	part_path_repulse_1	part_path_repulse_2	part_path_repulse_3	part_path_repulse_4	part_path_repulse_5	part_path_repulse_6	part_path_repulse_7	auto_beat	auto_beat_duration	CAdecay_sign	CAdecay	CAdecay_pulse	invertMovie	cameraCumul	cameraThreshold	cameraGamma	cameraExposure	cameraGain	cameraBrightness	cameraSaturation	cameraContrast	cameraWB	cameraCaptFreq	movieCaptFreq	cameraWeight	movieWeight	cameraSobel	movieSobel	playing_movieNo	BGSubtr	CAstep	interfaceMode	CAcolorSpread	sound_volume	sound_min	beat_threshold	beat_delay	freeze	photoWeight	photo_diaporama	photo_diaporama_fade	photo_diaporama_plateau	reset_sound	currentBGCapture	partDecay_sign	partDecay	part_initialization	partRadius	partMove_grid	partMove_rand	partExit_mode	partStroke_mode_can	partColor_mode	part_damp_targtRad	part_timeToTargt	part_field_weight	partRepopRadius	part_acc_factor	part_damp_factor	repop_hue_pulse	part_acc_pulse	partMove_grid	soundtrack_onOff	adc_onOff	track_x_transl0	track_x_transl_1	track_y_transl0	track_y_transl_1	echo_Hshift_pulse_can	part_Vshift_pulse_can	tracks_Hshift_pulse	flashWeight_pulse	repop_path
	0	1	0.8	1	1	0	1	1	1	0.0075	0	0.49	0.45	0.54	0	0	0	2	1	0	0	0	0	3	0.99	0	0	0	20	0	0	9	5	0	0	0	0	0	0	0	9	0	0	0	0	10	1	0	3.78	3.78	3.78	0	2	2	2	1	1	1	0	0	0	0	0.28	0	0	0	0.66	0	0	1	0.18	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.11	1	0.093	0.76	0	0	0.220408	1	-5	0	120	0	120	0	0	0	0	0	0	0.72	1	1	1	0	1	0.8	0	0.05	110.239998	0	0	-1	0.2	10	0	0	1	0.007	-1	0.47	0	0	0	0	1	0	300	0.85	0.31	0.1	0	0	0	0	1	0	0	0	0	-4	0	0.31	0	0.87	0.765
	0	1	0.8	1	1	0	1	1	1	0.0075	0	0.49	0.45	0.54	0	0	0	2	1	0	0	0	0	3	0.99	0	0	0	20	0	0	9	5	0	0	0	0	0	0	0	9	0	0	0	0	10	1	0	3.78	3.78	3.78	0	2	2	2	1	1	1	0	0	0	0	0.28	0	0	0	0.66	0	0	1	0.18	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.11	1	0.093	0.76	0	0	0.220408	1	-5	0	120	0	120	0	0	0	0	0	0	0.72	1	1	1	0	1	0.8	0	0.05	110.239998	0	0	-1	0.2	10	0	0	1	0.007	-1	0.47	0	0	0	0	1	0	300	0.85	0.31	0.1	0	0	0	0	1	0	0	0	0	-4	0	0.31	0	0.87	0.765
	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s
/scene																																																																																																																																																																															
scene	song_09	1800	prolong_when_ends																																																																																																																																																																												
song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09	song_09
ID	pen_brush	pen_radius	pen_color	repop_color	pen_grey	repop_grey	pen_color_a	blendTransp	pixel_mode	pixel_acc_factor	noiseScale	pixel_acc_center_0	pixel_acc_center_1	pixel_radius	repop_BG	repop_CA	repop_part	CAType	CASubType	clearCA	clearLayer	clearAllLayers	invertAllLayers	cursorSize	echo	echoNeg	pen_radius_pulse	pixel_radius_pulse	part_radius_pulse	pen_radius_replay_pulse	repop_part_pulse	flashPartCA_freq	flashTrkCA_freq_0	flashTrkCA_freq_1	flashTrkCA_freq_2	flashCAPart_freq	flashTrkPart_freq_0	flashTrkPart_freq_1	flashTrkPart_freq_2	flashCABG_freq	flashPartBG_freq	flashTrkBG_freq_1	flashTrkBG_freq_2	flashPixel_freq	flashPixel_duration	flashCameraTrkLength	flashCameraTrkBright	flashCameraTrkBeat	pen_radius_pressure_coef	pen_radius_angleHor_coef	pen_radius_angleVer_coef	tracksSync	currentDrawingTrack	currentVideoTrack	currentPhotoTrack	trkDecay_sign_0	trkDecay_sign_1	trkDecay_sign_2	trkDecay_0	trkDecay_1	trkDecay_2	CAMixingWeight	PartMixingWeight	trackMixingWeight_0	trackMixingWeight_1	trackMixingWeight_2	CAMasterWeight	PartMasterWeight	trackMasterWeight_0	trackMasterWeight_1	trackMasterWeight_2	path_replay_trackNo_1	path_replay_trackNo_2	path_replay_trackNo_3	path_replay_trackNo_4	path_replay_trackNo_5	path_replay_trackNo_6	path_replay_trackNo_7	path_record_1	path_record_2	path_record_3	path_record_4	path_record_5	path_record_6	path_record_7	path_repop_0	path_repop_1	path_repop_2	path_repop_3	path_repop_4	path_repop_5	path_repop_6	path_repop_7	part_path_follow_0	part_path_follow_1	part_path_follow_2	part_path_follow_3	part_path_follow_4	part_path_follow_5	part_path_follow_6	part_path_follow_7	part_path_repulse_0	part_path_repulse_1	part_path_repulse_2	part_path_repulse_3	part_path_repulse_4	part_path_repulse_5	part_path_repulse_6	part_path_repulse_7	auto_beat	auto_beat_duration	CAdecay_sign	CAdecay	CAdecay_pulse	invertMovie	cameraCumul	cameraThreshold	cameraGamma	cameraExposure	cameraGain	cameraBrightness	cameraSaturation	cameraContrast	cameraWB	cameraCaptFreq	movieCaptFreq	cameraWeight	movieWeight	cameraSobel	movieSobel	playing_movieNo	BGSubtr	CAstep	interfaceMode	CAcolorSpread	sound_volume	sound_min	beat_threshold	beat_delay	freeze	photoWeight	photo_diaporama	photo_diaporama_fade	photo_diaporama_plateau	reset_sound	currentBGCapture	partDecay_sign	partDecay	part_initialization	partRadius	partMove_grid	partMove_rand	partExit_mode	partStroke_mode_can	partColor_mode	part_damp_targtRad	part_timeToTargt	part_field_weight	partRepopRadius	part_acc_factor	part_damp_factor	repop_hue_pulse	part_acc_pulse	partMove_grid	soundtrack_onOff	adc_onOff	track_x_transl0	track_x_transl_1	track_y_transl0	track_y_transl_1	echo_Hshift_pulse_can	part_Vshift_pulse_can	tracks_Hshift_pulse	flashWeight_pulse	repop_path
	0	1	0.73	0.79	0	0	1	1	1	0.0028	0	0.49	0.45	0.8	0	0	0	2	1	0	0	0	0	3	0.91	0.83	0	0	20	0	0	9	0	8	0	9	8	8	0	4	0	0	0	0	0	10	1	0	0	0	0	0	1	2	2	1	1	1	0	0.01	0	0.17	0.88	0.32	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1	0.012	0.61	0	0	0.220408	1	-5	0	120	0	120	0	0	0	0	0	0	0.72	1	1	1	0	1	0.94	0	0.17	0	0	0	-1	0.2	10	0	0	1	0.005	-1	0.54	0	0	1	0	1	1000	300	0.91	0.35	0.006	0	0.012	0	0	1	0	0	0	0	0	0	0	0	0	0.461
